id,label,speaker,claim,evidence
14687,true,Tom Barrett,"Says since he took office, the City of Milwaukee has seen the creation of 7,000 new affordable housing units.","Seeking his fifth term as mayor, Tom Barrett has focused on bringing more jobs and housing to Milwaukee, among other issues. On the campaign trail, and again in his Feb. 10. 2020 State of the City address, Barrett has touted his 10,000 Homes Initiative, announced in 2018, which aims to increase affordable housing availability in the city by building or improving 10,000 housing units within 10 years. That reminded us of a claim from his Nov. 20, 2019 campaign launch we wanted to check. I am more optimistic now than I have ever been about the future of our city, Barrett said during that speech, before touting various accomplishments. Its about building for the future of this city. Weve done so by creating homes, 7,000 homes. The issue of housing in Milwaukee has also entered the mayoral race. Primary opponents, including state Sen. Lena Taylor, D-Milwaukee, have criticized Barretts record on housing. Is Barrett, first elected in April 2004, correct that 7,000 homes have been created since he took office? Lets take a look. When asked for the evidence to back up the claim, Barretts staff directed PolitiFact Wisconsin to a Department of City Development (DCD) report. The report shows that as of October 2019, a total of 7,261 affordable housing units had been developed since Barrett took office in 2004. Of those, 690 were downtown and 6,571 were outside downtown. All are rental units. The majority are apartments located in both newly-constructed buildings and existing buildings, including offices, manufacturing space, warehouses and vacant schools that have been redeveloped into apartments, said Martha Brown, deputy DCD commissioner, in an email. The total also includes several hundred new single-family homes, and both one- and two-family vacant houses that have been completely rehabilitated and made available as affordable rental housing. Milwaukee housing changes Map shows the change in the number of residential properties in each aldermanic district from 2004 to 2019. Design: Eric Litke, Milwaukee Journal SentinelSource: Wisconsin Elections Commission  According to Brown, the developments were financed with federal Low Income Housing Tax Credits allocated by the Wisconsin Housing and Economic Development Authority. Under the program units are deemed affordable based on a variety of factors, but cant go to anyone making more than 60% of the median income for the area. For a family of four, the cut-off would be $49,380. In many cases, the apartments are earmarked for those making an even smaller percentage of the median income. Brown also noted that Habitat for Humanity develops affordable housing for homeownership and those units were not included in DCDs count. Brian Sonderman, executive director of Habitat for Humanity Milwaukee, said since 1984 the group has built or rehabbed 620 single-family homes and has assisted more than 700 additional families through affordable home repair and loan assistance. We believe affordable homeownership is key to helping local families build strength, stability and independence, Sonderman said in an email. Sonderman said the city has helped the process with acquisition as well as funding. For instance, the city may sell vacant lots to the group for $1 each. Habitat also receives federal grant money allocated through the city. So, by the numbers, Barrett is on target. Is there anything else to consider? Residential vs. apartments According to the city Assessors Office, the count of residential properties as reported on the citys 2004 Statement of Assessment (the year Barrett was elected) was 135,352. The number from 2019 showed 137,098 parcels. But that figure accounts for only residential housing and condos, not the apartments that are the focus of the tax credit program. In August 2019, Mike Ruzicka, president of the Greater Milwaukee Association of Realtors, sent a letter to community leaders in Milwaukee, Ozaukee, Washington and Waukesha counties urging officials to think twice before approving more apartment projects. Greater Milwaukee is following a trend seen across the country, he wrote. Numerous multifamily units are being built at the expense of owner-occupied condominium and single-family units. Indeed, at the same time the city has been adding affordable housing units, it has been busy bulldozing derelict ones. Between April 1, 2004 and Oct. 31, 2019, some 3,542 units were razed by the city, and 3,123 razed privately, for a total of 6,665 units razed, according to the city Department of Neighborhood Services. These are not places where people live; and in many instances, removal of these blighted structures spurs additional neighborhood revitalization and growth, said Christina Klose, a department spokeswoman. Our ruling Barrett said since he took office, the city has seen the creation of 7,000 new affordable housing units. The numbers back him up: Through affordable housing programs, 7,261 units have been created since Barrett took office."
18754,true,Tim Kaine,"Says when he was governor,we expanded participation in Virginia in early childhood programs by nearly 40 percent.","Democratic Senate hopeful Tim Kaine says a key step in building a workforce trained for the future is to ensure all children are prepared to enter kindergarten. And he offers his record as governor as proof of his commitment to that goal.The research clearly demonstrates high-quality early childhood opportunities help children succeed, he wrote in a paper laying out his economic policies. Thats why we expanded participation in Virginia in early childhood programs by nearly 40 percent...We checked whether Virginias early childhood programs really did grow by 40 percent during Kaines term as governor from 2006 to 2010.During his gubernatorial campaign, Kaine proposed making Virginias pre-kindergarten program available to all 4-year-olds -- not just those from families living close to the poverty line. The universal access was estimated to cost $300 million a year.Once in office, Kaine scaled back that ambition in the face of a recession that eroded state revenues. But he did seek increases preschool programs every year during his term.Budget records show he proposed an extra $4.6 million for the 2007-08 fiscal year to add 1,250 children to the program. In his full biennial budget, which covered 2008 through 2010, Kaine sought $56 million in additional funding, according to reports. The request was pared to $40 million, then $22 million, as lawmakers sought to cope with the recession.Over the course of Kaines term, the Virginia Preschool Initiative saw a steady rise to its annual budget from $46.3 to $58.6 million. (That trend has continued into the recently approved budget, which provided $68.2 million for 2013 and $68.5 million for 2014.)Virginia Preschool Initiative teaches social and learning skills to 4-year-olds who will become eligible for free or reduced lunch programs when they enter public schools. The pre-K program is open to at-risk children who live above the poverty line. Children below that line qualify for the federal Head Start program.In the 2005-06 school year, when Kaine took office, 11,343 children were enrolled in Virginias preschool initiative. By the time his term ended, in the 2009-10 school year, the program had 15,901 children. The increase is 40.2 percent.Our rulingKaine claimed that he was part of expanding participation in early childhood programs in Virginia by nearly 40 percent. The numbers confirm that."
8020,true,Jennifer McClellan,More than half of Virginias school buildings are older than 50 years.,"State Sen. Jennifer McClellan, D-Richmond, is leading a bipartisan effort this winter to raise money to repair and replace Virginias aging school buildings. Studies have shown more than half of Virginias school buildings are older than 50 years, she and Sen. Bill Stanley, R-Franklin, wrote in a Feb. 15 guest column published in The Roanoke Times. We wondered whether the figure is correct, particularly in the wake of a Feb. 11 fire that gutted Richmonds 111-year-old William Fox Elementary School. An advisor to McClellan pointed us to a June 2021 report the Virginia Department of Education gave to a legislative commission studying the conditions of the states school buildings. More than half of all school buildings are greater than 50 years old, the report said, using almost the same words as the guest column. The report surveyed 2,005 school buildings across the state and found 1,017 of them - or 52% - were at least 50 years old as of June 2021. The median, or middle, age was 52. Here are percentages of local schools at least 50 years old: Chesterfield, 38%; Hanover, 48%; Henrico, 64%; Richmond, 72%. McClellan says the state and localities are falling behind on renovating and replacing old schools and, without change, the problem will worsen. Shes proposed a number of bills that would raise more money for modernization. The measures include: Allowing all localities in Virginia to impose a 1% increase in their sales tax, subject to voter approval, for school construction or renovation. Only nine localities are now granted that option; Letting local school systems set aside operating budget surpluses for school construction; Lowering the interest rates on state loans to localities for school construction and upgrades; and Expanding state aid for school building projects. Her bills easily passed in the Democratic-led Senate with bipartisan support. But identical measures have been killed in the Appropriations Committee of the Republican-led House. Its unclear whether there will be any movement in the House, where the majority has been focused on Republican Gov. Glenn Youngkins agenda of cutting taxes. We should finally note that problems with aging school buildings are not confined to Virginia. In June 2020, the U.S. Government and Accountability Office reported that about half of the nations public school districts need to replace multiple building systems or features. The average age of U.S. school buildings was 44 in 2013, according to the most recent survey by the National Center for Education Statistics. McClellan writes, More than half of Virginias school buildings are older than 50 years. State Department of Education records show 52% of Virginia schools had crossed the half-century mark in June 2021. "
2803,true,Jeff Merkley,"Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.","Violence - or the potential for violence - is everywhere. Its the reason we have police and laws, jails and federal programs to study the causes and suggest responses.Its the reason, too, that Congress passes laws to address crime in all its facets. One of those is the Violence Against Women Act, which is intended to protect women from domestic abuse and violence. It provides federal dollars for an array of programs to achieve that goal. Oregon, for example, collected $9.4 million in 2012 for programs to protect women from violence.The law was first passed in 1994 and easily renewed in 2000 and 2005 by lopsided majorities. But it was allowed to lapse in 2011 after a partisan Congress couldnt reach agreement. (Partisanship in Congress? Shocking, we know.)Now its back and in an effort to build momentum and the votes to renew it, supporters like Sen. Jeff Merkley, D-Ore., have been talking about the laws benefits.Heres what Merkley said Feb. 7 during a conference call with reporters: Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.That seems to be a pretty strong selling point and as the bill moves toward a final vote in the Senate its something that will be repeated and emphasized during debate.But is it true?First, we need a quick fly-by of the law and what it provides. The law, known by the shorthand VAWA, first passed in 1994 and was written by then senator and now Vice President Joe Biden.It acknowledged domestic violence and sexual assault as crimes, and provided federal resources to encourage community-coordinated responses to combating violence. When it was re-authorized in 2000 lawmakers expanded the definition of crime to include dating violence and stalking. Its subsequent reauthorization in 2005 created new programs to meet the emerging needs of communities working to prevent violence.Until it expired in 2011, the law was expansive and reached into every corner of the country. (Some funding continued into 2012.) Among other things, it provided grants to states and local law enforcement to beef up enforcement as well as money to prosecutors to focus on gender-based crime. Included in the array of programs and assistance, VAWA provided money for direct services for victims of sexual assault and for things like transitional housing and legal assistance.According to Merkley, all those programs made a difference.Which brings us back to his claim that since it was first enacted domestic violence has fallen 50 percent.Another fortunate development when it comes to crime is that governments at all levels but especially the federal government go to great lengths to quantify, parse and sub-total crime. Data abounds.Its also unambiguous.From 1994 to 2010, the overall rate of intimate partner violence in the United States declined by 64 percent, from 9.8 victimizations per 1,000 persons age 12 or older to 3.6 per 1,000, the U.S. Justice Departments Bureau of Justice Statistics reported in November 2012.The report notes that over that same period 4 in 5 victims of intimate partner violence were female.A report by the National Network to End Domestic Violence, an interest group focusing on the issue, comes to a similar conclusion.The rate of nonfatal intimate partner violence against women has decreased by 63 percent and the number of women killed by an intimate partner has decreased 24 percent, between 1994 and 2010.The group connects the numbers directly to the VAWA, saying the law has changed the way federal, tribal, state and local entities respond to domestic violence, sexual assault, dating violence and stalking.Surveys by the American Bar Association and other independent groups had similar findings.Thats a lot of scholarship and paper, sponsored, collected and analyzed by federal and independent researchers. And while the results dont perfectly align, all agree that the incidence of domestic abuse has dropped by more than 50 percent since the Violence Against Women Act was passed in 1994. You can quibble about the minor differences but not the accuracy of Merkleys statement."
4040,true,John Ludlow,Says he is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.,"Wilsonville businessman John Ludlow is in a four-way race for Clackamas County Commission Chair in next week's election. He says that he is the only candidate in the race who will refuse to join the Public Employees Retirement System.Is he the only candidate in the race to make such a promise? Perhaps just as important a question: Are elected officials even able to decline joining the retirement system?The Public Employees Retirement System is a hot-button issue with critics who claim it eats way too much money, hurting taxpayers to benefit public employees. The retirement program is open to participating employers, from the state of Oregon to school districts and cities.We turned to Paul Cleary, the retirement system's executive director. He pointed to Oregon Revised Statutes 238A.100 (2):  A person who is elected or appointed to an office with a fixed term ...may elect not to become a member of the pension program by giving the Public Employees Retirement Board written notice not later than 30 days after taking office. The trick here, says Cleary, is that for a person to decline membership, that person cannot have been a PERS member, ever. Ludlow is a former Wilsonville city councilor and served as Wilsonvilles mayor from 1989 to 1991, but received no retirement benefits from his time in public office.Ludlow, 63, says he has never been a member of PERS, and the Public Employees Retirement System confirms he is not a member.The other Clackamas County commission chair candidates are members of the Public Employees Retirement System. They are county Chairwoman Charlotte Lehan, county Commissioner Paul Savas, and state Rep. Dave Hunt. They cannot opt out. Savas said he never knew he could decline to join. He is the only candidate who will refuse, and who can refuse, to join PERS."
3753,true,Stand For Children Tennessee,Says that Tennessee law requires that schools receive half of proceeds -- $31 million per year -- from a half-cent increase in the Shelby County sales tax.,"Education funding issues often provoke emotional arguments, and a measure to increase the local option sales tax in Shelby County by a half cent has led to accusations that an education-advocacy group is trying to manipulate voter sensibilities with misleading claims about the benefits for school-children.We've covered some education funding issues before, like the claim that the education burden on Tennessee and Shelby County taxpayers is among the lowest in the nation (Mostly True) and the assertion that local governments have not increased spending on schools over six budget cycles (True).In this case, Stand For Children is leading the campaign to persuade voters in Memphis and unincorporated Shelby County to raise the local option sales tax levied by the county from the current 2.25 percent to 2.75 percent (the state sales tax rate is 7.0). The overarching message on expensive, glossy mailers -- the future of the adorable children smiling in photos will be brighter if voters approve the half-cent sales tax increase.Stand is allied with a bi-partisan coalition of supporters, including Memphis Mayor A C Wharton and most of the Memphis City Council, Shelby County Commission chairman Mike Ritz, Memphis Congressman Steve Cohen and the majority of the unified Shelby County Board of Education. They argue the increase is necessary to help fund the $57 million shortfall that Shelby County's schools merger Transition Planning Commission says will occur if all their schools consolidation recommendations are approved by the unified county school board.Opponents, including Shelby County Mayor Mark Luttrell and Memphis City Councilman Jim Strickland, contend that until a clearer picture is available for the exact budget needs of the consolidating school systems in Memphis and Shelby County, it is premature to levy an additional tax.Stand is making a slew of claims, some of which elude the Truth-O-Meter process because they involve opinions, hypotheticals and interpretations about the will of elected officials. Small change can make a big difference for all of our kids reads one line, and another claims the revenue will make our schools better. Both are clearly opinions.Stand also says the money will allow for expansion of pre-kindergarten and training for teachers, while also possibly helping expand hours at libraries and community centers. Strickland especially objects to what he calls the pre-K promise, and indeed it remains to be seen whether the school board will follow through on the recommendations of the Transition Planning Commission and its own committees and staff to expand pre-K. There are budget and logistical issues that could delay or derail the plan to offer pre-K to all children who need it.Stand in some cases has adjusted, for instance, by qualifying its language on pre-K. But on one issue it has only raised the volume -- that whatever else is argued about increasing the county sales tax, $31 million is guaranteed to flow to the county's schools because state law requires half of the proceeds of a local option sales tax to be spent on schools.That's the claim we are examining here.When we contacted Stand, its Memphis-based state director, Kenya Bradshaw, almost immediately emailed back a copy of Tennessee Code Annotated 67-6-712, Distribution of revenue under the The 1963 Local Option Revenue Act.Bradshaw was a member of the county Transition Planning Commission that made pre-K for all who need it one of its highest priorities, and she carries around an actual copy of the statute.It deals with the local option sales tax and very plainly states that one-half (1/2) of the proceeds shall be expended and distributed in the same manner as the county property tax for school purposes is expended and distributed.It also says that the the proceeds can be pledged to the punctual payment of principal of and interest on bonds, notes or other evidence of indebtedness but doing so requires the approval of the local school board.Estimates of the revenue expected to be raised from that county sales tax increase have run between $60 million and $62 million -- it depends in part on projections of future economic activity. So $30-31 million per year would, in fact, be guaranteed for schools. The half that does not go to schools is returned to the municipalities where they were collected, and of that non-schools portion $23 million is expected to flow to Memphis.One core issue is that approval of the countywide increase would trump the votes in August referendums by suburban municipalities to apply a half-cent local option sales tax as a way to raise revenue to fund municipal school districts they hope to operate.Opposition to the increase in some suburban municipalities is therefore fierce, because it would mean lower overall revenue than was expected for some municipal school districts. Some opponents argue that the vote is basically an anti-suburban municipal schools money grab by Memphis interests. Residents in those suburbs do not get a vote because they already have authorized sales tax increases for their towns.Another argument by proponents is that a vote against the half-cent sales tax increase is essentially a vote for a property-tax increase to fund the expected budget gap created because of schools consolidation.Our rulingThere is clearly much for voters to consider on the referendum to increase by a half-cent the county's sales tax rate, and the contentiousness related to the Shelby County's reorganization of public schools has created some confusion for voters.On one of the most crucial issues, Stand For Children claims half the proceeds from the local option sales tax must go to schools. The statute is definitive and the claim is True."
13156,true,Jeb Bush,Too many tattoos on visible body parts keepsome applicants out of the military.,"Failing test scores aren'tthe only problem that has caused the military to reject applicants, says former Florida Gov. Jeb Bush. Another problemis, well, more colorful: tattoos. While talking about his push to improve public education at the Wall Street Journal CEO Council event Dec. 1, Bush pointed to problems the military has finding qualified applicants. Bush mentioned a video in which a military official talked about the challenge: In the video beforehand, Gen. Dempsey talked about a 25 percent pass rate. Now thats not just because of the test, thats also because of obesity, and too many tattoos, to be honest with you, on visible body parts for people that are trying to get into the military. But the pass rate for a high-school-level test to join the military is about 35 percent, I think, or 40 percent at best. These are abysmal numbers. PolitiFact has previously fact-checked claims about whether obesity and physical fitness have kept applicants out of the military (both true).But we hadnt explored the role of tattoos in filling the military ranks. We couldnt resist taking a look. Tattoo policies Each branch of the service sets their own rules about tattoos, but it was the Armys policy that has drawn the most ink recentlyfrom the media. In March 2014, the Army overhauled its appearance policy, which includes more than two pages of detailed rules about tattoo, branding and body mutilation. This led to a rush to get tattedso soldiers could be grandfathered in under the new rules. The Army has a detailed procedure for grandfathering that directs unit commanders to document each tattoo in an official memorandum. The Armys policy states that tattoos, regardless of subject matter, are prohibited on certain areas of the body, including the wrists, hands and fingers, as well as the head, face, and neck, defined as anything above the t-shirt neck line to include on/inside the eyelids, mouth, and ears. Soldiers may have no more than four visible tattoos below the elbow (to the wrist bone) or below the knee, the policy says. So far under the new policy, 2,919 applicants could not process due to tattoos,said Brian Lepley, an Army recruiting spokesman. Those 2,919 are the ones whose tattoos were so egregious it was highly unlikely a waiver could get through, or the applicant chose not to try a waiver, he said. In the Army, 193 tattoo waivers for applicants have been granted, while one was rejected and four are pending. Lepley told us that tattoos are not the No. 1 disqualifier. Medical conditions, drug use, misconduct or some combination of those issues disqualify more applicants. News reports around the country indicate the tattoopolicy is limiting applicants, though. Right now, with the new tattoo policy in effect, we currently turn away one in every five applicants that come through our door, U.S. Army Captain Joshua Jacquez told CNN in a report from El Paso. Maj. Gen. Allen W. Batschelet, head of Army recruiting at Fort Knox, told the Kansas City Starin August that the policy is, rather arbitrary, in some sense. However he said that you have to draw the line somewhere for the Army to present a professional image. As for waivers, Batschelet said,To be blunt, the higher quality of applicant you are, the more tolerance we'd probably have for seeking a waiver. If you came in to sign up today and were a neurosurgeon, I got to tell you I'd go a long way toward trying to get an exception if all you had was a disqualifying tattoo. The Air Force,Marines and Navy also have their own tattoo policies. All of them generally ban tattoos that are obscene, advocate discrimination or express offensive views. The Air Force policy has a seven-step measurement guide that contains math formulas in an attempt to prevent tattoos from covering more than 25 percent of an exposed body part. (Partial inches should be rounded up to the nearest inch, it says.) The Marines policy states that applicants with more than four tattoos must be administratively reviewed. The Navys policy is the least detailed --only 277 words -- though like the other services, it bans head tattoos. Our ruling Bush said that among the reasons applicants are rejected by the military -- in addition to being obese or not passing the test -- is that some have too many tattoos on visible body parts. Since the Army updated its tattoo policy earlier this year, 2,919 applicants could not proceed due to tattoos. Other branches of the service also have restrictions on types and locations of tattoos that keep some applicants out of the military."
14682,true,Catherine Hanaway,"As a former federal prosecutor, I prosecuted over 4,000 cases.","At the March 17 Republican gubernatorial debate in Columbia, candidate Catherine Hanaway told an audience that she prosecuted more than 4,000 cases during her tenure as the U.S. attorney for the Eastern District of Missouri. Hanaway served as a federal prosecutor from July 20, 2005, through April 17, 2009, which means that she would have had to prosecute at least three cases a day on average to make that 4,000-case benchmark. That seemed like a lot of cases, so we looked at the record. Hanaways history in public life While many Missourians may know Hanaway as the first female speaker of the House in Missouri, she is also a decorated prosecutor whos worked in both the private and public sectors. In 2005, Hanaway left her position as speaker after being appointed U.S. attorney for the Eastern District of Missouri by former President George W. Bush. In 2009, Hanaway resigned and joined the Ashcroft Law Firm, founded by former Missouri governor, senator and U.S. attorney general John Ashcroft. As a side note, in 2013, Missouri Lawyers Media listed Hanaway as the most expensive lawyer to hire in Missouri at a rate of upward to $793 an hour. Hanaway said at the time that most of the firms clients were large national and international companies, and our rates are reflective of that. Hanaway joined Husch Blackwells St. Louis office in 2013. Her federal prosecution history Will Scharf, Hanaways policy director, said as a U.S. attorney, Hanaway was directly responsible for federal prosecutions across half the state, signing every federal indictment initiating formal proceedings against criminals within the district, and supervising prosecutions as they progressed. Its unclear how many of these cases she prosecuted personally. She oversaw a staff of more than 100 people, as Hanaway makes clear on her campaign website. According to the U.S. District Court for the Eastern District of Missouris online Case Management/Electronic Case Files system, which tracks criminal case filings for the court, Hanaways office filed at least 5,430 cases during her stint as a federal prosecutor. That doesnt include cases inherited by Hanaway from her predecessors. So it could be argued that Hanaway actually dealt with even more than 5,430 cases. Scharf also noted in an email interview that Hanaway never claimed to be lead counsel or that she tried 4,000 cases, and that the notion that she could physically be there to prosecute 4,000 cases would be absurd, since 95 percent of criminal cases end in a guilty plea without a trial. That percentage of plea bargains is in line with a 2011 Bureau of Justice Statistics estimate. Our ruling Hanaway told an audience that she prosecuted over 4,000 cases during her time as the U.S. attorney for the Eastern District of Missouri. Based on federal data, Hanaways office dealt with well over 4,000 cases and each case required her personal signature. Her words might suggest that she handled each case herself, but most listeners would understand that she ran a large office."
16557,true,Rick Perry,A record number of immigrants not from Mexico are being apprehended at the border.,"Questioning the flow of unaccompanied Central American children across the Texas-Mexico border, Gov. Rick Perry declared he has yet to hear from President Barack Obama or his administration to a 2012 letter urging attention to the matter. Perry went on to say on Fox & Friends June 17, 2014: We have record-high numbers of other than Mexicans being apprehended at the border. These are people that are coming from states like Syria that have substantial connections to terrorist regimes and terrorist operations. Both of those claims drew our interest, though for this story, were tackling only Perrys statement that a record number of immigrants not from Mexico are being apprehended at the border. Well check his reference to people coming from states like Syria in another article. The increased flow of children from Central American nations has attracted attention, in part, Douglas Massey, a Princeton University professor, suggested this month, because fewer Mexicans are being detained near the border than any year since 1971. An online U.S. Border Patrol chart shows about 265,000 Mexicans were caught near the border in the fiscal year that ran through September 2013. That was up 3,000 from the year before, according to the chart, but down at least 15,000 compared to any of the previous dozen years. News reports suggest multiple factors in this surge including a contrast: The Border Patrol routinely and quickly returns immigrants from Mexico across the Rio Grande; that's not an option for handling individuals from distant countries like El Salvador and Honduras. So, have non-Mexican detentions at the border reached a record level? To our inquiry, Perry spokeswoman Lucy Nashed said Perry drew his conclusion about a record being set from information provided by the Texas Department of Public Safety. We turned to the Border Patrol for numbers. The federal agency posted an online chart indicating its officers apprehended 153,055 people from countries other than Mexico in the fiscal year that ran through September 2013. Thats more than in any of the seven previous years. That chart shows, though, that 165,170 other than Mexicans were apprehended in fiscal 2005. The numbers include all Border Patrol regions, including the northern border with Canada and coastal boundaries. Every year, though, the vast majority of such apprehensions occur in the agencys Southwest Border region, running from San Diego to the tip of Texas. And what about the South Texas portions of the border that have received attention recently? The chart shows nearly 115,000 apprehensions from countries other than Mexico in the agencys Laredo and Rio Grande Valley sectors in fiscal 2013, which outpaced the previous high of 100,647 in fiscal 2005. Tighter focus: The 96,829 other than Mexico apprehensions in the Rio Grande Valley sector in 2013 was 21 percent greater than the sectors previous high (at least since fiscal 2000) of 79,854 such apprehensions in 2005. By telephone, a Del Rio-based Border Patrol spokesman, Dennis Smith, brought us up to speed on other than Mexico apprehensions from October 2013 through May 2014, or the first eight months of fiscal 2014. In that period, he said, there were 165,729 such apprehensions nationally, including 162,749 in the Southwest region, counting what would be a 15-year high of 122,071 (and counting) in the Rio Grande Valley sector. Separately, analyst Jessica Vaughan of the Center for Immigration Studies, a think tank focused on reduced immigration, emailed us its chart demonstrating a surge since early 2011 in other than Mexico apprehensions in the Rio Grande Valley sector:   We asked Smith if for historys sake, we should try to gauge apprehensions before 2000, the earliest year on the Border Patrols chart. Smith said there werent more such apprehensions any year before 2000. Our own brief look for older data led us to a Sept. 22, 2005, report by the nonpartisan Congressional Research Service indicating fewer people from countries other than Mexico were apprehended in 1997, 1998 and 1999. Finally: The number of unaccompanied children being picked up also has been record-setting, according to a June 4, 2014, New York Times news story. Since Oct. 1, a record 47,017 unaccompanied children have been apprehended at the southwest United States border, the story said, most traveling from Central America, part of a larger wave that includes some youngsters accompanied by their parents and some traveling alone. The story said that according to U.S. Customs and Border Protection, that 47,017 total is nearly twice as high as all of the last fiscal year (24,493 apprehensions), with four months yet to go in the current fiscal year. And, a June 5, 2014, Times news story said, an internal draft Homeland Security document projects unaccompanied-minor apprehensions rising to 90,000 in the current fiscal year, running through September 2014. Peter Boogaard, a Homeland Security spokesman, told the paper the draft document was not official policy and had not been finalized or circulated. Our ruling Perry said a record number of immigrants not from Mexico are being apprehended at the border. We didnt come up with apprehension figures for every year through history. But available figures show the Border Patrol apprehended more people from countries other than Mexico along the border through the first eight months of fiscal 2014 than it apprehended in any of the preceding 17 years. TRUE – The statement is accurate and theres nothing significant missing. Click here for more on the six PolitiFact ratings and how we select facts to check."
14494,true,Athens Banner-Herald,"Between 1980 and 2010, water usage in Georgia dropped even as the states population grew.","The bad news regarding water in Georgia is legion. No major reservoir has been built since the 2007-2008 drought to insulate metro Atlanta from future water shortages. Water/sewer rates have gone up in several counties to cover everything from federally mandated upgrades to increased material costs. Then there is the so-called water war with Alabama and Florida, a multi-year battle of lawsuits over how to meet the water needs across the states. So it was a surprise to read the recent headline in the Athens Banner-Herald: Water use in Georgia declines, even as population grows. The trend, the May 10, 2015 story said, was a 30 percent drop in water usage in the three decades between 1980 and 2010, the last year that federal data was available. Suffice it to say the claim whet our appetite – we save wetting our whistle for after-hours – for the numbers and what might be going on. We reached out to the U.S. Geological Survey, which has a mandate to file a water usage report for the nation every five years. In concert with that work, the agency encourages states to conduct their own reports. Georgia has compiled a report every five years since 1975, in a bid to provide information about the precious resource in a state without a single natural lake. The 1980 report shows that year, Georgia sucked 6.7 billion gallons of water from Georgia rivers and aquifers every day. In 2010, it sipped 4.7 billion gallons every day. While the reports in that overall span show some increases – including a 21 percent jump in daily use during the 1990s – water usage has plunged 30 percent when looking at the three decades. Census figures show the number of people living in Georgia over that period exploded, from 5.46 million in 1980 to 9.69 million in 2010. Thats a 77 percent increase. Given the well-known water woes in the Peach State, how is that possible? Conservation plays some role, which we will get into in a moment. But the biggest factor was the change in how thermoelectric plants across the state operated. Several of the facilities were decommissioned between 2000 and 2010 – during the worst of the drought years and the decade that saw usage plunge nearly 28 percent, said Steve Lawrence, a hydrologist with the USGS in Atlanta. Several other plants converted from coal-fired, which needs plenty of water to cool it as an energy source, to natural gas, Lawrence said. Thermoelectric withdrawals account typically for a third of withdrawals, so all water withdrawals decrease when such a large user drops its share, Lawrence said. Data is not available for 1980 for the per capita usage in Georgia. But 1985 and 2010 figures mirror the overall trend. Every Georgian used about 860 gallons of water daily in 1985 but only 470 gallons daily in 2010, Lawrence said. Those totals include a persons share of water that a utility, say Georgia Power, uses to provide electricity. Its unclear what the per person usage would be in 1985, if the water used by agriculture, industry and utilities are removed. But in 2010, it was an estimated 75 gallons a day per person to bathe, cook and clean, Lawrence said. Thats a good number, one you see with the push for water-efficient fixtures and conservation efforts like tiered pricing, Lawrence said. Local water providers, however, dont always follow the statewide trend. The Cobb County Water System can provide daily usage dating back to 1986, when the then-small county used just 38.6 million gallons countywide. In 1990, when the county had about 451,000 people, average daily use was 42.5 million gallons countywide. In 2010, about 688,000 people lived in Cobb, and daily usage was 57.1 million gallons for the county. Thats a 53 percent jump in population, and a 34 percent increase in daily usage. Although the daily usage did not keep pace with the population increase, the jump itself bucks the state trend. However, water system officials point out that Cobb saw usage drop 14 percent countywide between 2006 and 2014, during the worst of the recent droughts. The 2014 daily usage, of 104 gallons per person, also is down 15 percent from the 122 gallons per person in 2005, when the county began looking at per capita usage. You can see very clearly the impact of our water conservation efforts, which became much more aggressive in 2008, county spokeswoman AikWah Leow said. Our ruling News reports claimed that Georgia has seen its water usage drop over the past three decades, in the same period that the population mushroomed. Federal reports confirm that unlikely shift, largely due to a change from coal-fired electric plants to facilities powered by natural gas. Conservation efforts also have made an impact, even if local water systems dont show quite the same drop in usage. But the statewide trend is clear."
