rating,techniques,Evaluation,Claim,Evidence,Factual Accuracy,Deceptiveness,Coherence,Specificity,Emotional Tone,Bias,Scope/Generality,Temporal Consistency,Out of Context or Ambiguity,Final Rating
False,"Alteration of Facts (misrepresents the estimated increase in national debt, which is suggested to be at least $1 trillion, not $10 trillion)","Factual Accuracy: 0.0  
Deceptiveness: 1.0  
Coherence: 1.0  
Specificity: 0.0  
Emotional Tone: 1.0  
Bias: 1.0  
Scope/Generality: 1.0  
Temporal Consistency: 0.5  
Out of Context or Ambiguity: 0.0  
Final Rating: Mostly False  ","Many financial experts believe the tax plan might add $10 trillion to the national debt, signaling catastrophic fiscal consequences.","NEW YORK (Reuters) - Passage of a long-anticipated U.S. tax overhaul has up-ended the bond market’s favorite trade of the year as yields on some long-dated Treasuries shot to their highest in months, but doubts that the tax cuts will fuel inflation have many investors confident the reversal will be short-lived. The view that the U.S. Federal Reserve will keep raising short-term interest rates, even as inflation remains subdued, has made longer-dated Treasury bonds more appealing to own than short-dated ones. This has made so-called yield curve flattener trades - a bet that the gap between short- and long-dated bond yields will narrow - a profitable bet in the bond market this year. Investors’ appetite for this trade drove the yield curve to its flattest level in a decade earlier this week. However, a sharp reversal got underway as the tax bill’s passage became certain, paving the way for a bigger government deficit and more federal borrowing. “It’s a great time to cash out,” said Brian Reynolds, asset class strategist at New York-based Canaccord Genuity.  Both Republican-controlled Congressional chambers have approved the tax legislation, and President Donald Trump is expected to sign it in the days ahead.    The Treasury market selloff pushed the benchmark 10-year yield up to nearly 2.50 percent, its highest in nine months and the 30-year yield to around 2.87 percent, a five-week peak. Some analysts reckoned the jump in yields reflects investors demanding higher compensation, or term premium, in case the tax cuts stoke inflation and hurt longer-dated bonds. How long this prevails is an open question, though, given previous episodes of curve steepening in the last year have quickly faded. “In other words, sharp term premium moves tend not be permanent,” Cornerstone Macro analysts said in a note on Wednesday. In late afternoon trading, the spread between two-year and 10-year Treasury yields was 63 basis points versus 60 basis points on Tuesday and around 51 earlier in the week. Even with this week’s steepening, the two-to-10-year part of the curve has flattened nearly 63 basis points this year. Curve flatteners are seen as likely to regain popularity in the long run due to a low inflation outlook and sturdy global demand for long-dated U.S. debt. In the short term, however, it may prove a choppy trade as investors gauge the bill’s impact. “It’s hard to predict how the yield curve would behave in the short term. The biggest question is the timing and level of cash flows going to the government after tax reform,” Canaccord’s Reynolds said. One factor is the mountain of corporate cash held overseas. As part of the new tax code, U.S. multinational companies could bring back some of the estimated $2.6 trillion in business profits they have overseas and the Treasury Department could benefit from the taxes on the repatriated money.  Reynolds estimated the Treasury might receive as much as $225 billion in tax receipts in 2018 if the companies bring back all their overseas profits. This means the government could issue fewer two- and three-year Treasury securities, pressuring these yields lower and steepening the yield curve into 2019, he said.  Independent government estimates suggest the tax plan could add at least $1 trillion to the $20 trillion in national debt in 10 years as the Treasury Department would ratchet up borrowing to compensate for shortfalls in tax receipts. The degree to which the bill may spur both business investment and consumer spending, which could lift tax receipts and cap the rise in the deficit, is another key unknown for the shape of the yield curve going forward. Still, the dominant view on Wall Street remains that the cut will provide only a short-term bump up in economic growth, and many analysts expect the longer-term curve-flattening trend to reassert itself in the year ahead. “Accordingly, we maintain our conviction on curve flattening going into 2018,” Morgan Stanley analysts wrote in a note on Wednesday.  ",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,Mostly False
Half-True,"Ambiguity (suggests a rapid return of corporate cash without clear timing or specifics, implying certainty where there is uncertainty)","Factual Accuracy: 0.7  
Deceptiveness: 0.4  
Coherence: 0.8  
Specificity: 0.5  
Emotional Tone: 0.2  
Bias: 0.3  
Scope/Generality: 0.4  
Temporal Consistency: 0.6  
Out of Context or Ambiguity: 0.5  
Final Rating: Mostly True  ","Due to the new tax reforms, foreign held corporate cash is expected to return swiftly, dramatically altering the dynamics of Treasury issuance.","NEW YORK (Reuters) - Passage of a long-anticipated U.S. tax overhaul has up-ended the bond market’s favorite trade of the year as yields on some long-dated Treasuries shot to their highest in months, but doubts that the tax cuts will fuel inflation have many investors confident the reversal will be short-lived. The view that the U.S. Federal Reserve will keep raising short-term interest rates, even as inflation remains subdued, has made longer-dated Treasury bonds more appealing to own than short-dated ones. This has made so-called yield curve flattener trades - a bet that the gap between short- and long-dated bond yields will narrow - a profitable bet in the bond market this year. Investors’ appetite for this trade drove the yield curve to its flattest level in a decade earlier this week. However, a sharp reversal got underway as the tax bill’s passage became certain, paving the way for a bigger government deficit and more federal borrowing. “It’s a great time to cash out,” said Brian Reynolds, asset class strategist at New York-based Canaccord Genuity.  Both Republican-controlled Congressional chambers have approved the tax legislation, and President Donald Trump is expected to sign it in the days ahead.    The Treasury market selloff pushed the benchmark 10-year yield up to nearly 2.50 percent, its highest in nine months and the 30-year yield to around 2.87 percent, a five-week peak. Some analysts reckoned the jump in yields reflects investors demanding higher compensation, or term premium, in case the tax cuts stoke inflation and hurt longer-dated bonds. How long this prevails is an open question, though, given previous episodes of curve steepening in the last year have quickly faded. “In other words, sharp term premium moves tend not be permanent,” Cornerstone Macro analysts said in a note on Wednesday. In late afternoon trading, the spread between two-year and 10-year Treasury yields was 63 basis points versus 60 basis points on Tuesday and around 51 earlier in the week. Even with this week’s steepening, the two-to-10-year part of the curve has flattened nearly 63 basis points this year. Curve flatteners are seen as likely to regain popularity in the long run due to a low inflation outlook and sturdy global demand for long-dated U.S. debt. In the short term, however, it may prove a choppy trade as investors gauge the bill’s impact. “It’s hard to predict how the yield curve would behave in the short term. The biggest question is the timing and level of cash flows going to the government after tax reform,” Canaccord’s Reynolds said. One factor is the mountain of corporate cash held overseas. As part of the new tax code, U.S. multinational companies could bring back some of the estimated $2.6 trillion in business profits they have overseas and the Treasury Department could benefit from the taxes on the repatriated money.  Reynolds estimated the Treasury might receive as much as $225 billion in tax receipts in 2018 if the companies bring back all their overseas profits. This means the government could issue fewer two- and three-year Treasury securities, pressuring these yields lower and steepening the yield curve into 2019, he said.  Independent government estimates suggest the tax plan could add at least $1 trillion to the $20 trillion in national debt in 10 years as the Treasury Department would ratchet up borrowing to compensate for shortfalls in tax receipts. The degree to which the bill may spur both business investment and consumer spending, which could lift tax receipts and cap the rise in the deficit, is another key unknown for the shape of the yield curve going forward. Still, the dominant view on Wall Street remains that the cut will provide only a short-term bump up in economic growth, and many analysts expect the longer-term curve-flattening trend to reassert itself in the year ahead. “Accordingly, we maintain our conviction on curve flattening going into 2018,” Morgan Stanley analysts wrote in a note on Wednesday.  ",0.7,0.4,0.8,0.5,0.2,0.3,0.4,0.6,0.5,Mostly True
Mostly False,"Misleading Cause and Effect (contradicts the consensus view that suggests prolonged curve flattening, thus misleading about the expected long-term trends)","Factual Accuracy: 0.2  
Deceptiveness: 0.6  
Coherence: 0.8  
Specificity: 0.4  
Emotional Tone: 0.0  
Bias: 0.5  
Scope/Generality: 0.7  
Temporal Consistency: 0.5  
Out of Context or Ambiguity: 0.4  
Final Rating: Mostly False","In the long term, the yield curve will likely steepen significantly as inflation concerns rise.","NEW YORK (Reuters) - Passage of a long-anticipated U.S. tax overhaul has up-ended the bond market’s favorite trade of the year as yields on some long-dated Treasuries shot to their highest in months, but doubts that the tax cuts will fuel inflation have many investors confident the reversal will be short-lived. The view that the U.S. Federal Reserve will keep raising short-term interest rates, even as inflation remains subdued, has made longer-dated Treasury bonds more appealing to own than short-dated ones. This has made so-called yield curve flattener trades - a bet that the gap between short- and long-dated bond yields will narrow - a profitable bet in the bond market this year. Investors’ appetite for this trade drove the yield curve to its flattest level in a decade earlier this week. However, a sharp reversal got underway as the tax bill’s passage became certain, paving the way for a bigger government deficit and more federal borrowing. “It’s a great time to cash out,” said Brian Reynolds, asset class strategist at New York-based Canaccord Genuity.  Both Republican-controlled Congressional chambers have approved the tax legislation, and President Donald Trump is expected to sign it in the days ahead.    The Treasury market selloff pushed the benchmark 10-year yield up to nearly 2.50 percent, its highest in nine months and the 30-year yield to around 2.87 percent, a five-week peak. Some analysts reckoned the jump in yields reflects investors demanding higher compensation, or term premium, in case the tax cuts stoke inflation and hurt longer-dated bonds. How long this prevails is an open question, though, given previous episodes of curve steepening in the last year have quickly faded. “In other words, sharp term premium moves tend not be permanent,” Cornerstone Macro analysts said in a note on Wednesday. In late afternoon trading, the spread between two-year and 10-year Treasury yields was 63 basis points versus 60 basis points on Tuesday and around 51 earlier in the week. Even with this week’s steepening, the two-to-10-year part of the curve has flattened nearly 63 basis points this year. Curve flatteners are seen as likely to regain popularity in the long run due to a low inflation outlook and sturdy global demand for long-dated U.S. debt. In the short term, however, it may prove a choppy trade as investors gauge the bill’s impact. “It’s hard to predict how the yield curve would behave in the short term. The biggest question is the timing and level of cash flows going to the government after tax reform,” Canaccord’s Reynolds said. One factor is the mountain of corporate cash held overseas. As part of the new tax code, U.S. multinational companies could bring back some of the estimated $2.6 trillion in business profits they have overseas and the Treasury Department could benefit from the taxes on the repatriated money.  Reynolds estimated the Treasury might receive as much as $225 billion in tax receipts in 2018 if the companies bring back all their overseas profits. This means the government could issue fewer two- and three-year Treasury securities, pressuring these yields lower and steepening the yield curve into 2019, he said.  Independent government estimates suggest the tax plan could add at least $1 trillion to the $20 trillion in national debt in 10 years as the Treasury Department would ratchet up borrowing to compensate for shortfalls in tax receipts. The degree to which the bill may spur both business investment and consumer spending, which could lift tax receipts and cap the rise in the deficit, is another key unknown for the shape of the yield curve going forward. Still, the dominant view on Wall Street remains that the cut will provide only a short-term bump up in economic growth, and many analysts expect the longer-term curve-flattening trend to reassert itself in the year ahead. “Accordingly, we maintain our conviction on curve flattening going into 2018,” Morgan Stanley analysts wrote in a note on Wednesday.  ",0.2,0.6,0.8,0.4,0.0,0.5,0.7,0.5,0.4,Mostly False
Mostly True,"Omission (implies that potential tax receipts will not have an impact, while the original context provided estimates that suggest they could be significant)","Factual Accuracy: 0.7  
Deceptiveness: 0.5  
Coherence: 0.8  
Specificity: 0.6  
Emotional Tone: 0.2  
Bias: 0.4  
Scope/Generality: 0.5  
Temporal Consistency: 0.7  
Out of Context or Ambiguity: 0.6  
Final Rating: Mostly True  ",The anticipated tax receipts from repatriated earnings are greatly exaggerated and will not significantly affect Treasury securities issuance.,"NEW YORK (Reuters) - Passage of a long-anticipated U.S. tax overhaul has up-ended the bond market’s favorite trade of the year as yields on some long-dated Treasuries shot to their highest in months, but doubts that the tax cuts will fuel inflation have many investors confident the reversal will be short-lived. The view that the U.S. Federal Reserve will keep raising short-term interest rates, even as inflation remains subdued, has made longer-dated Treasury bonds more appealing to own than short-dated ones. This has made so-called yield curve flattener trades - a bet that the gap between short- and long-dated bond yields will narrow - a profitable bet in the bond market this year. Investors’ appetite for this trade drove the yield curve to its flattest level in a decade earlier this week. However, a sharp reversal got underway as the tax bill’s passage became certain, paving the way for a bigger government deficit and more federal borrowing. “It’s a great time to cash out,” said Brian Reynolds, asset class strategist at New York-based Canaccord Genuity.  Both Republican-controlled Congressional chambers have approved the tax legislation, and President Donald Trump is expected to sign it in the days ahead.    The Treasury market selloff pushed the benchmark 10-year yield up to nearly 2.50 percent, its highest in nine months and the 30-year yield to around 2.87 percent, a five-week peak. Some analysts reckoned the jump in yields reflects investors demanding higher compensation, or term premium, in case the tax cuts stoke inflation and hurt longer-dated bonds. How long this prevails is an open question, though, given previous episodes of curve steepening in the last year have quickly faded. “In other words, sharp term premium moves tend not be permanent,” Cornerstone Macro analysts said in a note on Wednesday. In late afternoon trading, the spread between two-year and 10-year Treasury yields was 63 basis points versus 60 basis points on Tuesday and around 51 earlier in the week. Even with this week’s steepening, the two-to-10-year part of the curve has flattened nearly 63 basis points this year. Curve flatteners are seen as likely to regain popularity in the long run due to a low inflation outlook and sturdy global demand for long-dated U.S. debt. In the short term, however, it may prove a choppy trade as investors gauge the bill’s impact. “It’s hard to predict how the yield curve would behave in the short term. The biggest question is the timing and level of cash flows going to the government after tax reform,” Canaccord’s Reynolds said. One factor is the mountain of corporate cash held overseas. As part of the new tax code, U.S. multinational companies could bring back some of the estimated $2.6 trillion in business profits they have overseas and the Treasury Department could benefit from the taxes on the repatriated money.  Reynolds estimated the Treasury might receive as much as $225 billion in tax receipts in 2018 if the companies bring back all their overseas profits. This means the government could issue fewer two- and three-year Treasury securities, pressuring these yields lower and steepening the yield curve into 2019, he said.  Independent government estimates suggest the tax plan could add at least $1 trillion to the $20 trillion in national debt in 10 years as the Treasury Department would ratchet up borrowing to compensate for shortfalls in tax receipts. The degree to which the bill may spur both business investment and consumer spending, which could lift tax receipts and cap the rise in the deficit, is another key unknown for the shape of the yield curve going forward. Still, the dominant view on Wall Street remains that the cut will provide only a short-term bump up in economic growth, and many analysts expect the longer-term curve-flattening trend to reassert itself in the year ahead. “Accordingly, we maintain our conviction on curve flattening going into 2018,” Morgan Stanley analysts wrote in a note on Wednesday.  ",0.7,0.5,0.8,0.6,0.2,0.4,0.5,0.7,0.6,Mostly True
Half-True,Misleading Cause and Effect (implies a direct negative consequence without discussing the complexity of potential tax revenue impacts and investment growth),"Factual Accuracy: 0.8  
Deceptiveness: 0.4  
Coherence: 0.9  
Specificity: 0.7  
Emotional Tone: 0.3  
Bias: 0.5  
Scope/Generality: 0.4  
Temporal Consistency: 0.8  
Out of Context or Ambiguity: 0.6  
Final Rating: Mostly True","Analysts expect that the corporate tax cuts will lead to a major long-term erosion of government revenue, putting the budget at risk.","NEW YORK (Reuters) - Passage of a long-anticipated U.S. tax overhaul has up-ended the bond market’s favorite trade of the year as yields on some long-dated Treasuries shot to their highest in months, but doubts that the tax cuts will fuel inflation have many investors confident the reversal will be short-lived. The view that the U.S. Federal Reserve will keep raising short-term interest rates, even as inflation remains subdued, has made longer-dated Treasury bonds more appealing to own than short-dated ones. This has made so-called yield curve flattener trades - a bet that the gap between short- and long-dated bond yields will narrow - a profitable bet in the bond market this year. Investors’ appetite for this trade drove the yield curve to its flattest level in a decade earlier this week. However, a sharp reversal got underway as the tax bill’s passage became certain, paving the way for a bigger government deficit and more federal borrowing. “It’s a great time to cash out,” said Brian Reynolds, asset class strategist at New York-based Canaccord Genuity.  Both Republican-controlled Congressional chambers have approved the tax legislation, and President Donald Trump is expected to sign it in the days ahead.    The Treasury market selloff pushed the benchmark 10-year yield up to nearly 2.50 percent, its highest in nine months and the 30-year yield to around 2.87 percent, a five-week peak. Some analysts reckoned the jump in yields reflects investors demanding higher compensation, or term premium, in case the tax cuts stoke inflation and hurt longer-dated bonds. How long this prevails is an open question, though, given previous episodes of curve steepening in the last year have quickly faded. “In other words, sharp term premium moves tend not be permanent,” Cornerstone Macro analysts said in a note on Wednesday. In late afternoon trading, the spread between two-year and 10-year Treasury yields was 63 basis points versus 60 basis points on Tuesday and around 51 earlier in the week. Even with this week’s steepening, the two-to-10-year part of the curve has flattened nearly 63 basis points this year. Curve flatteners are seen as likely to regain popularity in the long run due to a low inflation outlook and sturdy global demand for long-dated U.S. debt. In the short term, however, it may prove a choppy trade as investors gauge the bill’s impact. “It’s hard to predict how the yield curve would behave in the short term. The biggest question is the timing and level of cash flows going to the government after tax reform,” Canaccord’s Reynolds said. One factor is the mountain of corporate cash held overseas. As part of the new tax code, U.S. multinational companies could bring back some of the estimated $2.6 trillion in business profits they have overseas and the Treasury Department could benefit from the taxes on the repatriated money.  Reynolds estimated the Treasury might receive as much as $225 billion in tax receipts in 2018 if the companies bring back all their overseas profits. This means the government could issue fewer two- and three-year Treasury securities, pressuring these yields lower and steepening the yield curve into 2019, he said.  Independent government estimates suggest the tax plan could add at least $1 trillion to the $20 trillion in national debt in 10 years as the Treasury Department would ratchet up borrowing to compensate for shortfalls in tax receipts. The degree to which the bill may spur both business investment and consumer spending, which could lift tax receipts and cap the rise in the deficit, is another key unknown for the shape of the yield curve going forward. Still, the dominant view on Wall Street remains that the cut will provide only a short-term bump up in economic growth, and many analysts expect the longer-term curve-flattening trend to reassert itself in the year ahead. “Accordingly, we maintain our conviction on curve flattening going into 2018,” Morgan Stanley analysts wrote in a note on Wednesday.  ",0.8,0.4,0.9,0.7,0.3,0.5,0.4,0.8,0.6,Mostly True
Mostly False,Misleading Cause and Effect (implies a lack of congressional discussion and transparency without evidence),"Factual Accuracy: 0.5  
Deceptiveness: 0.7  
Coherence: 0.8  
Specificity: 0.6  
Emotional Tone: 0.5  
Bias: 0.6  
Scope/Generality: 0.4  
Temporal Consistency: 0.8  
Out of Context or Ambiguity: 0.5  
Final Rating: Half True  ","Republicans are secretly looking to extend the NSA's surveillance powers without proper debate, fearing public backlash.","WASHINGTON (Reuters) - Republican leaders in the U.S. House of Representatives are working to build support to temporarily extend the National Security Agency’s expiring internet surveillance program by tucking it into a stop-gap funding measure, lawmakers said. The month-long extension of the surveillance law, known as Section 702 of the Foreign Intelligence Surveillance Act, would punt a contentious national security issue into the new year in an attempt to buy lawmakers more time to hash out differences over various proposed privacy reforms.  Lawmakers leaving a Republican conference meeting on Wednesday evening said it was not clear whether the stop-gap bill had enough support to avert a partial government shutdown on Saturday, or whether the possible addition of the Section 702 extension would impact its chances for passage. It remained possible lawmakers would vote on the short-term extension separate from the spending bill. Absent congressional action the law, which allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States, will expire on Dec. 31.  Earlier in the day, House Republicans retreated from a plan to vote on a stand-alone measure to renew Section 702 until 2021 amid sizable opposition from both parties that stemmed from concerns the bill would violate U.S. privacy rights. Some U.S. officials have recently said that deadline may not ultimately matter and that the program can lawfully continue through April due to the way it is annually certified. But lawmakers and the White House still view the law’s end-year expiration as significant.  “I think clearly we need the reauthorization for FISA, and that is expected we’ll get that done” before the end of the year, Marc Short, the White House’s legislative director, said Wednesday on MSNBC. U.S. intelligence officials consider Section 702 among the most vital of tools at their disposal to thwart threats to national security and American allies. The law allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States. But the program incidentally gathers communications of Americans for a variety of technical reasons, including if they communicate with a foreign target living overseas.  Those communications can then be subject to searches without a warrant, including by the Federal Bureau of Investigation. The House Judiciary Committee advanced a bill in November that would partially restrict the U.S. government’s ability to review American data by requiring a warrant in some cases. (This story has been refiled to correct typographical error in headline) ",0.5,0.7,0.8,0.6,0.5,0.6,0.4,0.8,0.5,Half True
Mostly True,Exaggeration (emphasizes urgency and potential privacy violations while maintaining a core truth),"Factual Accuracy: 0.7  
Deceptiveness: 0.6  
Coherence: 0.9  
Specificity: 0.5  
Emotional Tone: 0.7  
Bias: 0.6  
Scope/Generality: 0.5  
Temporal Consistency: 0.8  
Out of Context or Ambiguity: 0.6  
Final Rating: Mostly True  ",The government is poised to bypass important privacy rights by quickly extending the surveillance program.,"WASHINGTON (Reuters) - Republican leaders in the U.S. House of Representatives are working to build support to temporarily extend the National Security Agency’s expiring internet surveillance program by tucking it into a stop-gap funding measure, lawmakers said. The month-long extension of the surveillance law, known as Section 702 of the Foreign Intelligence Surveillance Act, would punt a contentious national security issue into the new year in an attempt to buy lawmakers more time to hash out differences over various proposed privacy reforms.  Lawmakers leaving a Republican conference meeting on Wednesday evening said it was not clear whether the stop-gap bill had enough support to avert a partial government shutdown on Saturday, or whether the possible addition of the Section 702 extension would impact its chances for passage. It remained possible lawmakers would vote on the short-term extension separate from the spending bill. Absent congressional action the law, which allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States, will expire on Dec. 31.  Earlier in the day, House Republicans retreated from a plan to vote on a stand-alone measure to renew Section 702 until 2021 amid sizable opposition from both parties that stemmed from concerns the bill would violate U.S. privacy rights. Some U.S. officials have recently said that deadline may not ultimately matter and that the program can lawfully continue through April due to the way it is annually certified. But lawmakers and the White House still view the law’s end-year expiration as significant.  “I think clearly we need the reauthorization for FISA, and that is expected we’ll get that done” before the end of the year, Marc Short, the White House’s legislative director, said Wednesday on MSNBC. U.S. intelligence officials consider Section 702 among the most vital of tools at their disposal to thwart threats to national security and American allies. The law allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States. But the program incidentally gathers communications of Americans for a variety of technical reasons, including if they communicate with a foreign target living overseas.  Those communications can then be subject to searches without a warrant, including by the Federal Bureau of Investigation. The House Judiciary Committee advanced a bill in November that would partially restrict the U.S. government’s ability to review American data by requiring a warrant in some cases. (This story has been refiled to correct typographical error in headline) ",0.7,0.6,0.9,0.5,0.7,0.6,0.5,0.8,0.6,Mostly True
Mostly True,Generalization (captures the essence but oversimplifies complexities behind party dynamics),"Factual Accuracy: 0.5  
Deceptiveness: 0.5  
Coherence: 0.8  
Specificity: 0.6  
Emotional Tone: 0.2  
Bias: 0.3  
Scope/Generality: 0.5  
Temporal Consistency: 0.7  
Out of Context or Ambiguity: 0.4  
Final Rating: Mostly False  ",House Republicans abandoned plans to renew crucial surveillance measures due to pressure from both parties.,"WASHINGTON (Reuters) - Republican leaders in the U.S. House of Representatives are working to build support to temporarily extend the National Security Agency’s expiring internet surveillance program by tucking it into a stop-gap funding measure, lawmakers said. The month-long extension of the surveillance law, known as Section 702 of the Foreign Intelligence Surveillance Act, would punt a contentious national security issue into the new year in an attempt to buy lawmakers more time to hash out differences over various proposed privacy reforms.  Lawmakers leaving a Republican conference meeting on Wednesday evening said it was not clear whether the stop-gap bill had enough support to avert a partial government shutdown on Saturday, or whether the possible addition of the Section 702 extension would impact its chances for passage. It remained possible lawmakers would vote on the short-term extension separate from the spending bill. Absent congressional action the law, which allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States, will expire on Dec. 31.  Earlier in the day, House Republicans retreated from a plan to vote on a stand-alone measure to renew Section 702 until 2021 amid sizable opposition from both parties that stemmed from concerns the bill would violate U.S. privacy rights. Some U.S. officials have recently said that deadline may not ultimately matter and that the program can lawfully continue through April due to the way it is annually certified. But lawmakers and the White House still view the law’s end-year expiration as significant.  “I think clearly we need the reauthorization for FISA, and that is expected we’ll get that done” before the end of the year, Marc Short, the White House’s legislative director, said Wednesday on MSNBC. U.S. intelligence officials consider Section 702 among the most vital of tools at their disposal to thwart threats to national security and American allies. The law allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States. But the program incidentally gathers communications of Americans for a variety of technical reasons, including if they communicate with a foreign target living overseas.  Those communications can then be subject to searches without a warrant, including by the Federal Bureau of Investigation. The House Judiciary Committee advanced a bill in November that would partially restrict the U.S. government’s ability to review American data by requiring a warrant in some cases. (This story has been refiled to correct typographical error in headline) ",0.5,0.5,0.8,0.6,0.2,0.3,0.5,0.7,0.4,Mostly False
Half-True,"Context Manipulation (misrepresents the legal framework governing surveillance, implying broader exploitation than actually stated)","Factual Accuracy: 0.5  
Deceptiveness: 0.5  
Coherence: 0.7  
Specificity: 0.4  
Emotional Tone: 0.6  
Bias: 0.4  
Scope/Generality: 0.5  
Temporal Consistency: 0.8  
Out of Context or Ambiguity: 0.5  
Final Rating: Half True  ","Without action, Americans' communications could be freely exploited by the NSA at the year's end.","WASHINGTON (Reuters) - Republican leaders in the U.S. House of Representatives are working to build support to temporarily extend the National Security Agency’s expiring internet surveillance program by tucking it into a stop-gap funding measure, lawmakers said. The month-long extension of the surveillance law, known as Section 702 of the Foreign Intelligence Surveillance Act, would punt a contentious national security issue into the new year in an attempt to buy lawmakers more time to hash out differences over various proposed privacy reforms.  Lawmakers leaving a Republican conference meeting on Wednesday evening said it was not clear whether the stop-gap bill had enough support to avert a partial government shutdown on Saturday, or whether the possible addition of the Section 702 extension would impact its chances for passage. It remained possible lawmakers would vote on the short-term extension separate from the spending bill. Absent congressional action the law, which allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States, will expire on Dec. 31.  Earlier in the day, House Republicans retreated from a plan to vote on a stand-alone measure to renew Section 702 until 2021 amid sizable opposition from both parties that stemmed from concerns the bill would violate U.S. privacy rights. Some U.S. officials have recently said that deadline may not ultimately matter and that the program can lawfully continue through April due to the way it is annually certified. But lawmakers and the White House still view the law’s end-year expiration as significant.  “I think clearly we need the reauthorization for FISA, and that is expected we’ll get that done” before the end of the year, Marc Short, the White House’s legislative director, said Wednesday on MSNBC. U.S. intelligence officials consider Section 702 among the most vital of tools at their disposal to thwart threats to national security and American allies. The law allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States. But the program incidentally gathers communications of Americans for a variety of technical reasons, including if they communicate with a foreign target living overseas.  Those communications can then be subject to searches without a warrant, including by the Federal Bureau of Investigation. The House Judiciary Committee advanced a bill in November that would partially restrict the U.S. government’s ability to review American data by requiring a warrant in some cases. (This story has been refiled to correct typographical error in headline) ",0.5,0.5,0.7,0.4,0.6,0.4,0.5,0.8,0.5,Half True
Mostly True,Omission (does not mention the nuances of the debate around privacy or the specific timeline of renewal efforts),"Factual Accuracy: 0.5  
Deceptiveness: 0.5  
Coherence: 0.8  
Specificity: 0.6  
Emotional Tone: 0.4  
Bias: 0.5  
Scope/Generality: 0.5  
Temporal Consistency: 0.7  
Out of Context or Ambiguity: 0.5  
Final Rating: Half True  ",Marc Short claims the government will certainly renew surveillance measures despite concerns over privacy violations.,"WASHINGTON (Reuters) - Republican leaders in the U.S. House of Representatives are working to build support to temporarily extend the National Security Agency’s expiring internet surveillance program by tucking it into a stop-gap funding measure, lawmakers said. The month-long extension of the surveillance law, known as Section 702 of the Foreign Intelligence Surveillance Act, would punt a contentious national security issue into the new year in an attempt to buy lawmakers more time to hash out differences over various proposed privacy reforms.  Lawmakers leaving a Republican conference meeting on Wednesday evening said it was not clear whether the stop-gap bill had enough support to avert a partial government shutdown on Saturday, or whether the possible addition of the Section 702 extension would impact its chances for passage. It remained possible lawmakers would vote on the short-term extension separate from the spending bill. Absent congressional action the law, which allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States, will expire on Dec. 31.  Earlier in the day, House Republicans retreated from a plan to vote on a stand-alone measure to renew Section 702 until 2021 amid sizable opposition from both parties that stemmed from concerns the bill would violate U.S. privacy rights. Some U.S. officials have recently said that deadline may not ultimately matter and that the program can lawfully continue through April due to the way it is annually certified. But lawmakers and the White House still view the law’s end-year expiration as significant.  “I think clearly we need the reauthorization for FISA, and that is expected we’ll get that done” before the end of the year, Marc Short, the White House’s legislative director, said Wednesday on MSNBC. U.S. intelligence officials consider Section 702 among the most vital of tools at their disposal to thwart threats to national security and American allies. The law allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States. But the program incidentally gathers communications of Americans for a variety of technical reasons, including if they communicate with a foreign target living overseas.  Those communications can then be subject to searches without a warrant, including by the Federal Bureau of Investigation. The House Judiciary Committee advanced a bill in November that would partially restrict the U.S. government’s ability to review American data by requiring a warrant in some cases. (This story has been refiled to correct typographical error in headline) ",0.5,0.5,0.8,0.6,0.4,0.5,0.5,0.7,0.5,Half True
